Country Name En,Unit Name,1950 value,1950 flag,1951 value,1951 flag,1952 value,1952 flag,1953 value,1953 flag,1954 value,1954 flag,1955 value,1955 flag,1956 value,1956 flag,1957 value,1957 flag,1958 value,1958 flag,1959 value,1959 flag,1960 value,1960 flag,1961 value,1961 flag,1962 value,1962 flag,1963 value,1963 flag,1964 value,1964 flag,1965 value,1965 flag,1966 value,1966 flag,1967 value,1967 flag,1968 value,1968 flag,1969 value,1969 flag,1970 value,1970 flag,1971 value,1971 flag,1972 value,1972 flag,1973 value,1973 flag,1974 value,1974 flag,1975 value,1975 flag,1976 value,1976 flag,1977 value,1977 flag,1978 value,1978 flag,1979 value,1979 flag,1980 value,1980 flag,1981 value,1981 flag,1982 value,1982 flag,1983 value,1983 flag,1984 value,1984 flag,1985 value,1985 flag,1986 value,1986 flag,1987 value,1987 flag,1988 value,1988 flag,1989 value,1989 flag,1990 value,1990 flag,1991 value,1991 flag,1992 value,1992 flag,1993 value,1993 flag,1994 value,1994 flag,1995 value,1995 flag,1996 value,1996 flag,1997 value,1997 flag,1998 value,1998 flag,1999 value,1999 flag,2000 value,2000 flag,2001 value,2001 flag,2002 value,2002 flag,2003 value,2003 flag,2004 value,2004 flag,2005 value,2005 flag,2006 value,2006 flag,2007 value,2007 flag,2008 value,2008 flag,2009 value,2009 flag,2010 value,2010 flag,2011 value,2011 flag,2012 value,2012 flag,2013 value,2013 flag,2014 value,2014 flag,2015 value,2015 flag,2016 value,2016 flag,2017 value,2017 flag,2018 value,2018 flag,2019 value,2019 flag,2020 value,2020 flag,2021 value,2021 flag,2022 value,2022 flag,2023 value,2023 flag
Honduras,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,2.0,E,9.0,E,14.0,E,23.0,E,36.0,E,55.0,E,86.0,E,127.0,E,190.0,E,268.0,E,581.0,A,465.0,A,985.0,A,2049.0,A,2845.0,A,3318.0,E,3401.0,A,4175.0,A,5707.0,A,8341.0,A,8990.0,A,7241.0,A,10295.0,A,9472.0,A,8080.0,A,8789.0,A,10053.0,A,13386.0,A,16957.0,A,23547.0,A,27036.0,A,49249.0,A,55356.0,E,54689.0,A,47080.0,A,28858.0,A,27509.0,A,50295.0,E,52436.0,E,53100.0,E,61750.0,E,55100.0,E,54000.0,E,64500.0,E,65000.0,E,68100.0,E,71151.1,E,63267.8,E,73193.0,E,102768.0,E
Liberia,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,35.0,A,9.0,A,7.0,A,8.0,A,6.0,A,3.0,A,2.0,A,3.0,E,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,20.0,E,20.0,E,22.0,A,14.0,A,30.0,E,30.0,E,37.0,E,45.0,E,50.0,E,60.0,E,60.0,E,70.0,E,80.0,E,90.0,E,100.0,E,130.0,E,165.0,E,230.0,E,345.0,E,515.0,E,685.0,E,855.0,E,1030.0,E,1150.0,E,1375.0,A,1362.0,E
Malawi,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,2.0,E,6.0,E,7.0,E,14.0,E,32.0,E,49.0,E,70.0,E,82.0,E,107.0,E,143.0,E,123.0,E,180.0,E,188.0,E,203.0,E,215.0,E,217.0,E,197.0,E,223.0,E,223.0,E,255.0,E,225.0,E,226.0,E,240.0,E,231.0,A,229.0,E,590.0,A,530.0,E,568.0,A,642.0,A,666.0,A,733.0,A,812.0,A,1500.0,A,1500.0,A,1700.0,A,1620.0,A,2631.0,A,2833.0,A,3232.0,A,3705.0,A,4741.56,A,4974.0,A,7646.39,A,12216.8,A,9014.0,A,8262.0,A,9393.0,A,9948.0,A,7148.0,A,4780.0,A
Malta,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,3.0,A,200.0,A,500.0,A,650.0,A,904.0,A,904.0,A,1552.0,A,1800.0,A,1950.0,A,2002.0,A,1746.0,A,1235.0,A,1116.0,A,887.0,A,868.0,A,736.0,A,7165.0,A,8589.0,A,6731.0,A,5619.0,A,6881.0,A,2954.724,A,7440.0,A,9077.0,A,8606.0,A,10800.0,A,13655.917,A,15720.697,A,19291.375,A,13823.701,A,19829.521,A,16410.248,A,18050.539,A,20833.294,A
Martinique,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,6.0,A,13.0,A,27.0,A,35.0,A,50.0,A,61.0,A,53.0,A,75.0,A,87.0,A,97.0,A,103.0,A,114.0,A,117.0,A,77.0,A,58.0,A,66.0,A,55.0,A,60.0,A,51.0,A,51.0,A,80.0,A,100.0,A,110.0,A,92.0,A,103.0,A,80.0,A,81.0,A,85.0,E,82.0,A,50.0,A,50.0,E,55.0,E,72.5,A,49.1,A,80.0,A,48.0,A,49.0,E,43.0,A,42.0,E,37.5,A,37.0,E,42.0,E
Mauritius,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,1.0,A,5.0,A,15.0,A,16.0,A,25.0,A,30.0,A,24.0,A,42.0,A,53.0,A,50.0,A,72.0,A,73.0,A,82.0,A,78.0,A,86.0,A,100.0,A,110.0,A,142.0,A,176.0,A,165.0,A,118.0,A,83.0,A,85.0,A,87.0,A,59.0,A,56.0,A,33.0,A,350.0,A,400.0,A,443.0,A,175.0,A,245.0,A,437.4,A,567.5,A,537.3,A,512.0,A,397.3,A,777.5,A,775.99,A,1021.32,A,1253.52,A,2069.6,A,3251.2,A,3298.0,A,2315.526,A,1545.3,A,2354.545,A
Mozambique,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,5.0,A,17.0,A,20.0,A,20.0,E,15.0,E,15.0,E,12.0,E,10.0,E,116.0,A,36.0,A,4.0,A,0.0,A,0.0,A,0.0,N,0.0,N,0.0,N,2247.0,A,5639.0,A,1366.0,A,1782.0,A,1198.0,A,1528.0,A,1392.0,A,720.0,A,864.0,A,796.0,A,604.0,A,721.0,A,1179.0,A,1133.0,A,1180.0,A,1840.0,A,2664.0,A,2473.0,A,3332.0,A,4148.0,A,5547.0,A,6035.0,A
Nicaragua,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,17.0,A,17.0,A,27.0,E,36.0,E,48.0,A,74.0,A,74.0,E,74.0,E,74.0,A,60.0,A,326.0,A,1068.0,A,2310.0,A,2504.0,A,3486.0,A,4790.0,A,4205.0,A,5435.0,A,5750.0,A,6089.0,A,7005.0,A,7880.0,A,9983.0,A,11220.0,A,11533.0,A,16078.0,A,18943.0,A,16972.0,A,15766.0,A,24351.0,A,26406.9,A,30566.0,A,24536.0,A,21182.0,A,24899.0,A,29473.4,A,29523.3,E,29489.0,A,31005.9,A,31568.5,A,32040.0,E
Oman,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,13.0,A,0.0,A,0.0,A,0.0,A,0.0,A,352.0,A,515.4,A,218.0,A,114.0,A,96.0,A,121.0,A,118.4,A,127.0,A,157.0,A,168.0,A,353.0,A,282.4,A,170.0,A,103.0,A,77.248,A,451.45,A,1054.0,A,1307.0,A,1703.0,A,3471.0,A,5093.0,A
Qatar,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,1.0,A,2.0,A,0.0,A,0.0,A,0.0,A,1.0,A,0.0,N,0.0,N,0.0,N,11.0,A,36.0,A,36.0,A,36.0,A,36.0,A,36.0,A,36.0,A,36.0,A,56.0,A,56.0,A,10.0,A,10.0,A,10.0,A,10.0,A,22.0,A,22.8,A,113.9,A,97.845,A,69.32,A
Saint Lucia,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,N,0.0,N,0.0,N,0.0,N,100.0,E,100.0,E,100.0,E,35.0,A,40.0,E,40.0,E,40.0,E,21.0,E,9.0,A,11.0,E,11.0,E,12.0,E,3.0,A,2.0,A,137.0,A,1.0,A,29.0,A,18.0,A,22.0,E,6.0,A,15.0,A,10.243,A,10.39,A,7.04,A,12.36,A,20.9,A,21.8,A,27.9,A,44.3,A,36.2,A,26.1,A,32.44,A,27.45,E,60.0,E,119.722,A,91.89,A,210.72,A,209.43,A,157.32,A
Senegal,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,A,100.0,A,200.0,A,200.0,A,98.0,A,66.0,A,81.0,A,146.0,A,123.0,A,92.0,A,149.0,A,136.0,A,124.0,A,0.0,A,39.0,A,36.0,A,34.0,A,34.0,A,43.0,A,11.0,A,7.0,A,12.0,A,11.0,A,26.0,A,42.0,A,60.0,A,78.0,A,74.0,A,23.0,E,155.0,A,104.0,A,105.0,A,109.0,A,98.0,A,52.0,A,54.0,E,45.0,E,45.0,E,54.0,A,71.0,A,79.6,A,334.665,A,399.3,A,706.8,A,1012.0,A,1212.5,A,2078.83,A,1010.7,A,1108.0,A,1010.0,A,1110.0,A,1220.5,E,1739.1,A,3801.1,A
Sierra Leone,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,1.0,A,2.0,A,2.0,A,3.0,A,4.0,A,7.0,A,9.0,A,14.0,A,18.0,A,20.0,A,20.0,E,20.0,E,20.0,E,20.0,E,15.0,E,25.0,E,25.0,E,30.0,E,30.0,E,30.0,E,30.0,E,30.0,E,30.0,E,30.0,E,30.0,E,30.0,E,30.0,E,30.0,E,50.0,E,50.0,E,75.0,E,75.0,E,75.0,E,75.0,E,75.0,E,75.0,E,85.0,E,85.0,E,85.0,E,100.0,E,100.0,E,115.0,E,135.0,E,160.0,E,185.0,E
South Africa,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,9.0,A,9.0,A,9.0,A,12.0,A,14.0,A,14.0,A,13.0,A,11.0,A,10.0,A,6.0,A,366.0,E,615.0,E,789.0,E,1096.0,E,1376.0,A,2037.0,A,3613.0,A,4882.0,A,4288.0,A,4021.0,A,4429.0,A,3530.0,A,3013.0,A,4196.0,A,5088.0,A,4148.0,A,2819.0,A,2830.0,A,4105.0,E,6602.0,A,5954.0,A,5895.0,A,6037.0,E,5669.0,E,5421.0,E,4982.0,E,5147.6,E,5343.28,E,5926.53,E,6613.0,E,7222.0,E,6730.4,E,8094.27,E,6338.32,A,7991.55,A,9224.32,A,9753.01,A,10346.65,A,11355.02,A,8660.82,A
Uganda,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,31.0,A,33.0,A,35.0,A,38.0,A,34.0,A,42.0,E,52.0,E,63.0,E,77.0,E,87.0,A,179.0,A,194.0,A,210.0,A,360.0,A,320.0,A,475.0,A,820.0,A,2360.0,A,4915.0,A,5500.0,A,5539.0,A,10817.0,A,32392.0,A,51110.0,A,52250.0,E,76654.1,A,95000.0,E,85712.7,A,95906.0,A,98063.0,A,111023.0,A,117590.0,A,118051.2,A,112343.6,A,103737.0,A,102942.7,A,123897.0,A,138558.4,A,101422.0,A,129980.0,A
Vanuatu,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,1.0,A,1.0,A,33.0,A,31.0,A,40.0,E,36.75,A,104.5,A,57.0,A,60.38,A,66.781,E,65.698,E,11.541,A,15.703,A,17.047,A,16.205,E,16.18,A,3.08,A,3.0,E,4.0,E,5.0,E
Zambia,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,3.0,E,8.0,E,15.0,E,27.0,E,45.0,E,72.0,A,202.0,A,340.0,A,363.0,A,695.0,A,1091.0,A,1147.0,A,1180.0,E,1460.0,E,2470.0,E,3700.0,E,4655.0,A,4530.0,E,4081.0,A,4770.0,A,4718.0,E,4159.0,A,4180.0,E,4240.0,E,4520.0,E,4630.0,E,4501.0,A,5125.0,A,5125.0,E,5210.0,A,5876.0,A,5640.0,A,8505.0,A,10290.0,A,10530.0,A,12988.0,A,20271.0,A,19281.0,E,22754.0,A,21600.0,E,21567.1,A,29565.0,E,38480.0,A,45670.0,A,63355.0,A,75648.0,E,76627.0,E
Zimbabwe,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,2.0,E,12.0,E,22.0,E,31.0,E,40.0,A,40.0,A,40.0,A,75.0,A,75.0,A,76.0,A,74.0,A,131.0,A,138.0,A,140.0,A,150.0,A,156.0,A,165.0,A,160.0,E,157.0,E,134.0,A,132.0,A,130.0,A,130.0,A,150.0,E,170.0,E,170.0,E,170.0,E,1203.0,A,2151.0,A,2285.0,A,2263.0,A,2650.0,A,3005.0,A,2502.0,A,2500.0,E,2550.0,E,5252.0,E,5352.0,E,5482.0,E,15282.0,E,16091.0,E,20092.0,E,21393.69,E,21177.81,E,21500.85,A,17909.06,A,18759.33,A,20356.01,A,21276.34,A,5057.82,A,8353.01,A,8714.55,A
Switzerland,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,E,10.0,E,15.0,E,25.0,E,40.0,E,60.0,E,90.0,E,130.0,E,170.0,E,200.0,E,220.0,E,250.0,E,272.0,A,270.0,A,271.0,A,252.0,A,254.0,A,1180.0,A,1070.0,A,1230.0,A,1230.0,A,1135.0,A,1235.0,A,1161.0,A,1161.0,A,1150.0,A,1150.0,A,1135.0,A,1100.0,A,1135.0,A,1135.0,A,1100.0,A,1205.0,A,1214.0,A,1214.0,A,1216.0,A,1216.0,A,1249.0,A,1261.0,A,1466.0,A,1471.0,A,1593.0,A,1593.0,A,1593.0,A,1733.0,A,1733.0,A,1843.0,A,2358.1,A,2358.1,A,2364.0,A,2500.0,E,2500.0,E
Belgium,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,E,7.0,E,12.0,E,20.0,E,32.0,E,90.0,E,147.0,E,203.0,E,255.0,E,310.0,A,440.0,A,530.0,A,600.0,A,700.0,A,735.0,A,675.0,A,846.0,A,846.0,A,846.0,A,846.0,A,846.0,A,946.0,A,846.0,A,846.0,A,1597.0,A,1871.0,A,1830.0,A,1834.0,A,1261.0,E,739.0,E,414.0,E,128.0,E,128.0,E,126.0,E,576.0,E,539.0,E,101.0,A,277.0,E,212.0,A,214.0,A,82.0,E,44.0,A,75.0,A,111.0,A,86.0,A,209.0,A,223.0,A,243.0,A,261.0,A
Lebanon,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,A,10.0,A,20.0,A,40.0,A,25.0,A,40.0,A,70.0,A,120.0,A,200.0,A,300.0,A,300.0,A,375.0,A,200.0,A,100.0,A,100.0,A,80.0,E,80.0,A,130.0,E,180.0,A,200.0,A,300.0,A,350.0,A,300.0,A,400.0,A,300.0,A,400.0,A,300.0,A,790.0,A,795.0,A,795.0,A,813.0,A,813.0,A,818.0,A,975.0,E,1080.0,E,1180.0,E,1280.0,E,1280.0,E,1180.0,E,1135.0,E,1035.0,E,1035.0,E,1035.0,E,940.0,E,940.0,E,933.0,E,936.0,E,938.0,E,938.0,E
Cambodia,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,E,11.0,E,25.0,E,53.0,E,106.0,E,240.0,E,464.0,E,934.0,E,1610.0,E,3000.0,E,2200.0,E,2500.0,E,4600.0,E,5538.0,E,6400.0,E,6700.0,E,8550.0,E,7900.0,E,8200.0,E,9511.0,E,9600.0,E,11800.0,E,14100.0,E,15000.0,E,14430.0,E,17500.0,E,18250.0,E,26300.0,E,37515.0,E,44000.0,E,41010.0,E,35260.0,E,40000.0,E,50000.0,E,60000.0,E,72000.0,E,74000.0,E,90000.0,E,120055.0,E,145000.0,E,172500.0,E,207500.0,E,254050.0,E,307408.0,E,400400.3,E,348350.0,E,330600.0,E,314000.0,E
Madagascar,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,E,9.0,E,13.0,E,27.0,E,53.0,E,92.0,E,127.0,E,168.0,E,190.0,A,284.0,A,181.0,A,194.0,A,231.0,A,230.0,E,280.0,A,198.0,A,2640.0,A,2289.0,A,3295.0,A,4712.0,A,5075.0,A,8582.0,A,4503.0,A,5811.0,E,7980.0,E,8449.0,A,10413.0,A,10267.0,A,9603.0,A,10296.0,A,16534.0,A,14943.0,A,14486.0,A,9716.0,A,10886.0,E,10544.0,A,9987.5,A,12549.0,A,15440.0,A,22694.21,A,26003.0,A,28345.0,A,12775.057,A,14114.41,A,13585.45,A,16488.86,A,25187.6,A,37572.9,A
Cameroon,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,E,11.0,E,22.0,E,40.0,E,57.0,E,89.0,E,120.0,E,282.0,A,130.0,A,124.0,A,137.0,A,167.0,A,138.0,E,106.0,E,74.0,E,57.0,E,50.0,A,50.0,E,57.0,E,58.0,E,67.0,A,67.0,A,67.0,E,50.0,A,150.0,E,330.0,A,385.0,A,395.0,E,402.0,A,435.0,E,546.0,E,546.0,E,546.0,E,570.0,E,571.0,A,840.0,A,1195.0,E,1575.0,E,1955.0,E,4395.0,E,5000.0,E,5214.0,E,9078.0,E,6817.0,E,8192.0,E,8224.0,E,12230.0,E
Rwanda,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,A,20.0,E,23.0,E,27.0,E,30.0,E,36.0,A,39.0,A,39.0,A,61.0,A,64.0,A,38.0,A,44.0,A,164.0,A,58.0,A,53.0,A,53.0,E,60.0,E,79.0,E,100.0,E,118.0,E,128.0,A,300.0,A,270.0,A,435.0,A,612.0,E,1027.0,A,386.0,A,34.15,E,30.2,E,60.2,A,60.25,A,60.3,A,100.3,E,265.33,E,505.98,A,1165.2,A,1506.0,A,1622.2,A,1582.0,A,3359.0,E,3559.0,A,3852.0,A,4928.6,E,5803.3,E,6202.0,E,7302.0,E
Guatemala,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,A,9.0,A,12.0,A,61.0,A,459.0,A,528.0,A,651.0,A,920.0,A,713.0,A,904.0,A,831.0,A,1235.0,A,3286.0,A,4393.0,A,3675.0,A,3421.0,A,4407.0,A,3124.0,A,4850.0,A,3963.0,A,5100.0,E,7978.0,A,6346.0,E,4908.0,A,9008.0,E,16293.0,A,16400.0,E,18727.0,A,16623.0,A,22792.23,A,21468.0,A,17743.0,A,19762.0,A,21395.0,A,22247.6,A,23448.9,A,26360.0,A,28317.0,A,31000.0,E,33651.0,A,32583.45,A,42313.4,A,42490.34,A
Réunion,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,A,33.0,A,31.0,A,30.0,A,46.0,A,53.0,A,57.0,A,33.0,A,40.0,A,32.0,A,33.0,A,23.0,A,13.0,A,9.0,A,4.0,A,4.0,A,134.0,A,124.0,A,138.0,A,142.0,A,130.0,A,110.0,A,121.0,A,107.0,A,161.0,A,161.0,A,160.0,E,160.0,E,144.0,E,150.0,E,115.0,E,115.0,E,90.0,E,65.0,E,65.0,E,65.0,E,33.0,E,33.0,E,38.0,E,38.0,E,67.5,E,65.0,E,70.0,E
Jordan,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,E,15.0,E,30.0,E,45.0,E,65.0,A,70.0,A,70.0,A,55.0,A,60.0,A,20.0,A,22.0,A,60.0,A,86.0,A,170.0,A,181.0,A,200.0,A,293.0,A,515.0,A,569.0,A,540.0,A,515.0,A,650.0,A,487.0,A,561.0,A,560.0,A,509.0,A,540.0,A,440.0,A,541.0,A,575.0,A,600.0,E,750.0,E,900.0,E,950.0,E,1120.0,E,1220.0,E,1330.0,E,1940.0,E,2055.0,A,2145.0,A,2582.0,A,2719.4,A
United Republic of Tanzania,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,A,8.0,A,15.0,A,21.0,A,32.0,A,35.0,A,37.0,A,1375.0,E,1375.0,E,1400.0,E,1350.0,E,1200.0,E,1150.0,E,1200.0,E,1200.0,E,1200.0,E,1200.0,E,1700.0,A,1210.0,E,1300.0,E,2630.0,E,2002.0,E,3013.0,E,3012.0,E,3272.0,A,4045.0,A,5217.0,E,5722.0,A,7338.5,A,7248.75,A,9917.4,A,10166.1,A,10317.2,A,10742.2,A,12547.4,A,19602.0,A,16852.22,A,18013.4,A,18886.16,A,64904.344,A,75896.046,A,122095.7,A
Belize,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,23.0,A,0.0,A,0.0,A,542.0,A,99.0,A,158.0,A,301.0,E,602.0,E,656.0,A,950.0,A,1004.0,A,1397.0,A,1642.0,A,3163.0,A,3630.0,A,4460.0,A,4400.0,A,10160.0,A,11426.0,A,11078.0,A,7624.0,A,3172.0,A,4528.0,A,5725.0,A,7410.7,A,5102.0,A,5883.2,A,7160.0,A,7214.96,A,4206.0,E,1151.0,E,565.0,E,576.0,E,579.0,E,524.0,E,609.0,E,730.0,E,880.0,E
Benin,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,A,11.0,A,15.0,A,14.0,A,80.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,A,7.0,E,7.0,A,350.0,A,415.0,A,298.0,E,333.0,E,428.0,A,484.0,A,520.0,E,620.0,A,787.0,A,1545.0,A,4579.66,A,4327.0,A,4649.66,A,5264.137,A,5892.447,A,3136.908,A,2750.0,E,3050.0,E,3130.0,E
Burundi,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,A,2.0,A,21.0,A,25.0,A,24.0,A,25.0,E,30.0,E,50.0,A,50.0,E,50.0,E,50.0,E,50.0,E,50.0,E,50.0,E,50.0,E,50.0,E,50.0,E,50.0,E,50.0,E,50.0,E,50.0,E,50.0,E,50.0,E,50.0,E,50.0,E,50.0,E,17.3,A,61.7,A,160.4,A,205.0,E,225.0,E,366.0,E,380.0,E,440.0,E,445.0,E,495.0,E,490.0,E,540.0,E,540.0,E,615.0,E
Côte d'Ivoire,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,A,60.0,A,213.0,A,229.0,A,170.0,A,168.0,A,100.0,A,253.0,A,306.0,A,351.0,A,117.0,A,386.0,A,1128.0,A,450.0,A,862.0,A,1000.0,A,1197.0,A,1025.0,A,806.0,A,866.0,A,866.0,A,866.0,E,866.0,E,1290.0,E,1290.0,E,1340.0,E,1700.0,E,3394.0,E,3720.0,A,3720.0,A,3750.0,E,4000.0,E,4392.0,E,4420.0,E,4550.0,E,4580.0,E,5650.0,E,7170.0,A,7957.0,A,8806.0,A
Dominica,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,6.0,A,3.0,E,3.0,A,4.0,A,4.0,E,5.0,E,5.0,E,5.0,E,7.0,E,12.0,E,13.0,E,13.0,E,18.0,E,19.0,E,24.0,E,24.0,E,24.0,E,24.0,E,11.0,E,6.0,E,6.0,E,6.0,E,6.0,E,6.0,E,6.0,E,0.0,E,0.0,E,0.0,E,0.1,E,1.5,E,2.5,E,2.0,E
El Salvador,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,A,676.0,A,760.0,A,790.0,A,718.0,A,711.0,A,632.0,A,117.0,A,539.0,A,628.0,A,1324.0,A,518.0,A,358.0,A,384.0,A,399.0,A,279.0,A,261.0,A,395.0,A,781.0,A,1131.0,A,2219.0,A,2203.0,A,3078.0,A,3734.0,A,3817.0,E,4355.71,A,4499.93,A,4883.7,A,5322.0,E,3278.0,A,1663.0,A,6742.71,A,7955.68,A,11027.63,A,10913.22,A,9944.05,A,8378.0,A,12748.852,A,12919.0,E,13418.0,E
