Country Name En,Unit Name,1950 value,1950 flag,1951 value,1951 flag,1952 value,1952 flag,1953 value,1953 flag,1954 value,1954 flag,1955 value,1955 flag,1956 value,1956 flag,1957 value,1957 flag,1958 value,1958 flag,1959 value,1959 flag,1960 value,1960 flag,1961 value,1961 flag,1962 value,1962 flag,1963 value,1963 flag,1964 value,1964 flag,1965 value,1965 flag,1966 value,1966 flag,1967 value,1967 flag,1968 value,1968 flag,1969 value,1969 flag,1970 value,1970 flag,1971 value,1971 flag,1972 value,1972 flag,1973 value,1973 flag,1974 value,1974 flag,1975 value,1975 flag,1976 value,1976 flag,1977 value,1977 flag,1978 value,1978 flag,1979 value,1979 flag,1980 value,1980 flag,1981 value,1981 flag,1982 value,1982 flag,1983 value,1983 flag,1984 value,1984 flag,1985 value,1985 flag,1986 value,1986 flag,1987 value,1987 flag,1988 value,1988 flag,1989 value,1989 flag,1990 value,1990 flag,1991 value,1991 flag,1992 value,1992 flag,1993 value,1993 flag,1994 value,1994 flag,1995 value,1995 flag,1996 value,1996 flag,1997 value,1997 flag,1998 value,1998 flag,1999 value,1999 flag,2000 value,2000 flag,2001 value,2001 flag,2002 value,2002 flag,2003 value,2003 flag,2004 value,2004 flag,2005 value,2005 flag,2006 value,2006 flag,2007 value,2007 flag,2008 value,2008 flag,2009 value,2009 flag,2010 value,2010 flag,2011 value,2011 flag,2012 value,2012 flag,2013 value,2013 flag,2014 value,2014 flag,2015 value,2015 flag,2016 value,2016 flag,2017 value,2017 flag,2018 value,2018 flag,2019 value,2019 flag,2020 value,2020 flag,2021 value,2021 flag,2022 value,2022 flag,2023 value,2023 flag
Eswatini,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,A,12.0,A,18.0,A,19.0,A,20.0,A,40.0,A,45.0,A,45.0,A,40.0,A,42.0,A,60.0,A,88.0,A,93.0,A,66.0,A,81.0,A,61.0,A,69.0,E,72.0,E,25.0,E,25.0,E,45.0,E,45.0,E,50.0,E,50.0,E,50.0,E,50.0,E,60.0,E,60.0,E,60.0,E,60.0,E,60.0,E,60.0,E,60.0,E,60.0,E,60.0,E,60.0,E,60.0,E,60.0,E,60.0,E,60.0,E
Gambia,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,53.0,A,60.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,4.0,A,4.0,E,4.0,E,4.0,E,5.0,E,5.0,E,5.0,E,5.0,E,5.0,E,5.0,E,76.0,E,26.0,E,26.0,E,26.0,E,26.0,E,35.0,E,35.0,E,45.0,E,47.0,E,47.0,E,57.0,E,57.0,E,55.0,E,55.0,E,65.0,E,67.0,E,69.0,E,69.0,E
Grenada,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,N,0.0,N,0.0,N,0.0,N,1.0,A,4.0,A,0.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,A,22.6,A,18.5,A,20.5,E,22.5,E,22.5,E,22.5,E,26.0,E,26.0,E
Guinea,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,A,3.0,A,2.0,A,2.0,A,1.0,A,1.0,E,1.0,E,1.0,E,5.0,E,5.0,E,5.0,E,4.0,A,4.0,A,50.0,E,300.0,E,1500.0,E,1000.0,E,0.0,N,2.0,E,2.0,E,2.0,E,100.0,E,110.0,E,110.0,E,170.0,E,177.0,E,185.0,E,187.2,A,292.5,A,322.8,A,351.0,A,409.0,A,477.8,A,572.9,A,686.6,A,806.2,A,1483.0,A,1519.0,A,3950.0,A,5985.0,A
Kiribati,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,A,15.0,A,1530.0,A,349.0,A,443.0,A,1228.0,A,5116.0,A,8209.0,A,3513.0,A,1684.0,A,3200.0,A,5265.0,A,9489.0,A,7383.0,A,5942.0,A,9409.0,A,11188.0,A,9282.0,A,4262.0,A,3913.0,A,3913.0,E,5012.0,E,8849.0,A,1117.0,A,1094.14,A,1798.16,A,4756.0,A,4293.0,A,8291.0,A,2261.0,A,6932.0,A,3512.0,E,2.0,E,152.0,E,2.0,E,2.0,E,2.0,E,2.0,E,2.0,E,2.0,E
Mali,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,A,6.0,A,10.0,A,12.0,A,17.0,A,13.0,A,13.0,A,31.0,A,40.0,A,52.0,A,100.0,A,100.0,E,60.0,E,60.0,E,60.0,E,80.0,A,30.0,A,500.0,E,1008.0,E,1008.0,E,1008.0,E,1008.0,E,1000.0,E,640.0,A,821.0,A,1355.0,E,2083.0,A,2083.0,A,987.0,A,2205.25,A,1953.0,A,2400.0,A,4194.0,A,3914.0,A,5327.0,A,6985.0,A,7686.0,A,8484.0,A,8830.0,A,9009.0,A
Mayotte,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,1.0,A,2.0,E,2.0,E,2.0,E,3.0,E,3.0,E,,,213.0,A,170.0,A,164.0,A,140.0,E,128.0,A,114.0,A,126.0,A,76.0,A,44.0,A,105.0,E,109.2,A,120.0,A,70.0,E,25.0,E,20.0,E,20.0,E,15.0,E,0.0,E,0.0,E,0.0,E,0.0,E
Micronesia (Federated States of),Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,N,85.0,A,1.0,A,1.0,E,1.0,E,1.0,E,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E
Namibia,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,20.0,E,20.0,E,22.0,E,57.0,E,66.0,E,67.0,E,67.0,E,62.0,E,62.0,E,65.0,E,70.0,E,70.0,E,88.0,A,142.0,E,192.0,E,192.0,E,273.5,E,360.5,E,605.6,E,665.6,E,695.64,E,532.13,A,679.35,A,671.56,A,647.34,A,625.73,A,525.2,A,506.93,A,342.48,A,388.961,A,320.715,A,321.0,E,340.0,E,340.0,E
Niger,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,A,7.0,A,8.0,A,14.0,A,20.0,A,19.0,A,36.0,A,21.0,A,8.0,A,10.0,A,17.0,A,35.0,A,11.0,A,13.0,A,12.0,A,14.0,A,15.0,A,21.0,A,40.0,A,40.0,A,40.0,A,40.0,A,40.0,A,40.0,A,40.0,A,70.0,E,70.0,E,85.0,A,100.0,A,200.0,A,329.0,A,300.0,E,300.0,E,350.0,A,350.0,E,351.642,A,649.0,A,472.0,A,500.0,E,494.0,A
Paraguay,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,N,0.0,N,0.0,N,22.0,A,54.0,A,51.0,E,61.0,E,60.0,E,75.0,E,75.0,E,100.0,E,190.0,E,350.0,E,350.0,E,95.0,A,95.0,E,103.0,E,570.0,E,1000.0,E,1300.0,E,2100.0,E,2120.0,E,2250.0,E,2350.0,E,2450.0,E,2600.0,E,2957.42,A,4929.06,A,5400.0,E,6450.0,E,7500.0,A,8481.0,A,8500.0,E,10781.0,A,11536.0,A,12750.0,A,14100.0,A,14150.0,A,20000.0,A,20150.0,A
Solomon Islands,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,A,0.0,N,0.0,N,6.0,A,5.0,A,3.0,A,5.0,A,6.0,A,8.0,E,10.0,E,13.0,A,13.0,E,13.0,E,13.0,E,13.0,E,13.0,E,15.0,E,15.0,E,6.0,A,400.0,A,1711.2,A,2608.8,A,1353.6,A,866.6,A,1160.2,A,4029.8,A,7105.0,A,7218.6,A,6992.4,A,11815.0,A,12165.4,A,12203.0,E,10586.5,A,4786.5,A,5526.5,A,5607.0,E,5507.0,E,12463.74,A,11879.3,A,710.128,A
Sudan [former],Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,A,30.0,A,41.0,A,43.0,A,45.0,A,100.0,E,234.0,A,203.0,A,200.0,A,200.0,A,200.0,A,1000.0,A,1000.0,E,1000.0,A,1000.0,A,1000.0,A,1000.0,A,1000.0,A,1600.0,A,1600.0,E,1600.0,E,1600.0,E,1600.0,E,1950.0,A,1800.0,E,2000.0,E,2000.0,E,2000.0,E,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,,,,,,,,,,,,,,
Togo,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,A,30.0,A,14.0,A,14.0,A,14.0,A,14.0,A,22.0,A,22.0,A,150.0,A,150.0,A,150.0,A,20.0,A,21.0,A,20.0,A,25.0,A,20.0,E,20.0,E,20.0,E,30.0,E,30.0,E,35.0,E,50.0,E,50.0,E,50.0,E,107.0,A,107.0,A,100.0,A,20.0,E,20.0,A,23.0,A,25.0,A,58.0,A,98.0,A,132.0,A,290.0,A,1000.0,A,730.0,A,882.0,A,1151.0,A,1568.0,E
United States Virgin Islands,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,A,6.0,A,7.0,A,7.0,A,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,0.0,N,10.0,A,10.0,E,10.0,E,10.0,E,10.0,E,10.0,E,10.0,E,10.0,E,7.64,A,8.0,E,8.0,E,8.0,E,8.0,E,8.0,E,8.0,E,8.0,E,8.0,E,8.0,E
Brunei Darussalam,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,N,2.0,A,2.0,E,2.0,A,6.0,E,1.0,A,17.0,A,36.0,A,72.0,A,103.0,A,119.0,A,157.0,A,172.0,A,194.0,A,113.0,A,99.0,A,157.0,A,160.0,A,709.0,A,454.0,A,475.0,A,622.0,A,473.0,A,433.0,E,499.98,E,530.0,E,550.0,E,560.85,A,711.07,A,983.14,A,947.63,A,1632.0,E,1245.987,A,933.195,A,3500.047,A,4767.922,A,5018.305,A,1690.55,A
Jersey,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,A,25.0,A,13.0,E,13.0,E,47.5,A,67.0,E,50.0,A,81.0,A,103.0,A,114.0,A,191.0,A,129.3,A,196.0,A,197.8,A,306.4,A,470.0,A,573.4,A,669.0,A,749.2,A,638.0,A,773.4,A,791.0,A,956.62,A,1009.1,A,1109.2,A,1066.1,A,867.743,A,913.23,A,1300.75,A,1762.8,A,1498.65,A,1346.5,A,1435.6,A,1350.2,A,1074.717,A,2013.66,A,1990.0,E,1152.032,A
Bolivia (Plurinational State of),Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,A,95.0,A,348.0,A,515.0,A,200.0,A,266.0,A,649.0,A,617.0,A,616.0,A,380.0,A,387.0,A,385.0,A,398.0,A,405.0,A,320.0,A,418.0,A,375.0,A,450.0,A,430.0,A,455.0,E,585.0,A,693.0,A,847.0,A,938.0,A,1133.0,A,1327.0,A,1448.0,A,1822.0,A,4239.4,E,4277.0,E,6492.0,E,9177.0,E,11734.0,A,15542.0,E,18902.0,E,21483.0,A,29050.0,E
Netherlands Antilles [former],Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,A,10.0,E,10.0,E,10.0,E,10.0,E,5.0,E,5.0,E,5.0,E,4.0,E,4.0,E,5.0,E,5.0,E,5.0,E,5.0,E,5.0,E,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,,,,,,,,,,,,,,
Turks and Caicos Islands,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,A,100.0,E,10.0,E,5.0,E,2.0,A,2.0,A,1.0,A,1.0,E,5.0,E,3.0,E,4.0,E,4.0,E,10.0,E,15.0,E,20.0,E,30.0,A,25.0,A,4.0,A,4.0,A,4.0,A,0.0,A,0.0,A,0.2,A,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A
Bhutan,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,A,12.0,A,31.0,A,35.0,E,35.0,E,30.0,E,30.0,E,30.0,E,30.0,E,30.0,E,30.0,E,30.0,E,30.0,E,30.0,E,30.0,A,30.0,A,40.0,A,40.0,A,40.0,A,40.0,A,46.0,E,46.0,E,46.0,E,75.0,E,78.34,A,69.8,A,139.0,A,149.0,A,185.0,E,222.0,A,223.62,A,209.27,A,181.0,A,193.0,A,95.0,E,43.0,A
Ethiopia PDR [former],Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,33.0,A,36.0,E,36.0,E,22.0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,E,3.0,E,3.0,E,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,1.0,E,1.0,E,1.0,E,1.0,E,1.0,E,1.0,E,1.0,E,1.0,E,1.0,E,1.0,E,1.0,E,1.0,E,1.0,A,1.0,E,1.0,E,1.2,E,1.5,A,1.0,A,2.0,E,2.5,E,2.5,E,3.5,E,3.5,E,4.0,E,4.0,E
Seychelles,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,A,15.0,A,12.0,A,50.0,A,100.0,A,164.0,A,195.0,A,278.0,A,584.0,A,649.0,A,227.0,A,425.0,A,282.0,A,234.0,A,1084.0,A,1175.0,A,772.0,A,704.0,A,368.0,A,289.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,0.1,A,0.1,A,0.0,A,0.1,A,0.0,A,0.0,A,0.0,A,0.0,A,0.0,A,28.8,A
Trinidad and Tobago,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,E,2.0,E,3.0,A,3.0,E,4.0,E,4.0,E,15.0,E,15.0,E,13.0,E,13.0,E,13.0,A,22.0,A,7.0,A,7.0,E,7.0,E,25.5,E,25.5,E,25.5,E,19.3,A,12.69,A,27.36,A,13.5,A,5.75,A,6.55,A,7.55,A,5.45,A,23.8,A,11.1,A,7.45,A,7.45,A,54.0,A,4.2,A,18.2,A,7.4,A,5.5,A
Guernsey,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,A,,,,,,,,,,,,,,,,,51.0,A,83.5,A,17.8,A,5.5,A,5.0,A,5.0,A,11.5,A,10.0,A,,,15.0,A,18.0,A,21.0,A,25.0,A,14.5,A,60.053,A,16.0,A,5.4,A,20.0,E,29.7,A,30.0,E,28.0,A,32.655,A,63.861,A,60.0,E,60.0,E
"United Republic of Tanzania, Zanzibar",Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8080.0,A,24970.0,A,21230.0,A,17680.0,A,24590.0,A,39170.0,A,47740.0,A,36670.0,A,43050.0,A,36670.0,A,49910.0,A,81860.0,A,111830.0,A,94640.0,A,71860.0,A,73620.0,A,76760.0,A,84850.0,A,107925.0,A,102681.95,A,125157.0,A,130400.0,A,150885.788,A,110444.772,A,133030.593,A,167236.939,A,111159.231,A,109815.46,A,104266.223,A,96652.0,A,87867.0,A,105329.0,A,110509.0,A,128565.0,A
American Samoa,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,E,5.0,E,5.0,E,5.0,E,5.0,E,5.0,E,5.0,E,5.0,E,5.0,E,5.0,E,10.0,E,10.0,E,10.0,E,10.0,E,10.0,E,18.0,E,18.0,E,18.0,E,18.0,E,18.0,E,20.0,E,20.0,E,20.0,E,20.0,E,20.0,E,20.0,E,20.0,E,20.0,E,20.0,E,15.0,E,15.0,E,18.0,E,18.0,E
Armenia,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2565.0,A,2250.0,A,1570.0,A,1120.0,A,650.0,A,670.0,A,437.0,A,889.0,A,893.0,A,1331.0,A,1020.0,A,1064.0,A,813.0,A,739.0,E,1056.0,E,3650.0,E,5100.0,E,5190.0,E,5050.0,E,6300.0,E,8850.0,A,11700.0,A,13925.0,A,15130.0,A,16381.0,A,16690.0,A,17000.0,A,17560.0,E,18350.0,E,18930.0,E,24000.0,A,24800.0,E
Azerbaijan,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690.0,A,1201.0,A,1038.0,A,516.0,A,419.0,A,364.0,A,211.0,A,216.0,A,149.25,E,480.6,E,611.6,E,966.75,E,1109.6,E,1344.95,E,1438.45,E,1737.5,E,1919.2,E,3144.1,E,3159.2,E,2789.35,E,3185.595,E,2813.9,E,2746.65,E,3063.49,E,3733.55,E,3809.6,E,3489.35,E,3607.78,E,3462.75,E,3384.1,E,3348.35,E,3447.8,E
Belarus,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8415.0,A,7018.0,A,6934.0,A,5463.0,A,6038.0,A,4322.0,A,4727.0,A,4824.0,A,6716.0,A,4666.0,A,6523.0,A,5393.0,A,4150.0,A,5648.0,A,8406.0,A,14091.0,A,14636.0,A,15659.0,A,16265.0,A,16293.0,A,15499.0,A,13548.0,A,10658.0,A,9130.9,A,11199.0,A,10353.5,A,11580.9,A,9590.7,A,9266.33,A,8504.9,A,7164.4,A,7438.7,A
Croatia,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6802.0,A,4603.0,A,4941.0,A,4007.0,A,2889.0,A,3510.0,A,5989.0,A,6313.0,A,6876.0,A,10468.0,A,9095.0,A,9505.0,A,12834.0,A,13842.0,A,18847.0,A,16135.0,A,15729.0,A,16328.55,A,15678.51,A,14604.0,A,11222.101,A,13720.21,A,13767.995,A,16874.856,A,17269.035,A,17114.409,A,19680.308,A,20442.966,A,21718.27,A,27919.701,A,27217.793,A,26823.903,A
Estonia,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.0,A,330.0,A,417.0,A,315.0,A,272.0,A,260.0,A,260.0,A,200.0,A,225.0,A,467.0,A,257.0,A,372.0,A,252.0,A,555.0,A,703.0,A,772.0,A,813.0,A,653.6,A,573.04,A,388.34,A,581.398,A,733.214,A,870.475,A,798.7,A,867.733,A,870.461,E,943.661,A,1061.971,A,1090.15,A,849.46,A,800.819,A,918.461,A
Georgia,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045.0,A,580.0,A,228.0,A,157.0,A,101.0,A,61.0,A,96.0,A,83.0,A,86.0,A,80.0,A,52.0,A,56.0,A,72.0,A,107.0,E,150.0,E,180.0,A,422.0,E,705.0,E,850.0,E,1000.0,E,1155.0,E,1305.0,E,1495.0,E,1655.0,E,1805.0,E,2042.0,A,2381.5,A,2444.7,A,2026.9,A,2790.4,A,2743.2,A,2458.4,A
Kazakhstan,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3379.0,A,2928.0,A,1161.0,A,1948.0,A,1682.0,A,1921.0,A,1106.0,A,1193.0,A,813.0,E,309.0,A,778.0,A,820.0,A,188.2,A,123.0,A,256.0,A,170.0,A,206.0,A,303.0,A,224.0,A,858.0,A,738.0,A,811.0,A,410.0,A,730.4,A,1878.0,A,2776.0,E,5653.269,A,6933.1,A,6827.288,A,7847.743,A,13297.232,A,17107.709,A
Kyrgyzstan,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.0,A,223.0,A,163.0,A,207.0,A,185.0,A,168.0,A,162.0,A,71.0,A,58.0,A,144.0,A,94.0,A,12.0,A,20.0,A,20.0,E,20.0,E,107.0,A,92.0,A,133.0,A,352.0,E,394.5,A,297.0,A,300.0,E,577.93,A,1068.4,A,1930.7,A,2100.0,E,2558.7,A,4300.0,E,5100.0,E,10300.0,E,20698.3,A,33600.0,E
Latvia,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.0,A,339.0,A,560.0,A,525.0,A,380.0,A,345.0,A,425.0,A,468.0,A,325.0,A,463.0,A,430.0,A,637.0,A,545.0,A,542.0,A,565.0,A,729.0,A,584.0,A,517.2,A,548.8,A,545.5,A,574.54,A,643.21,A,686.28,A,862.85,A,788.077,A,807.94,A,829.66,A,608.64,A,717.45,A,901.4,A,869.91,A,784.06,A
Lithuania,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3899.0,A,2907.0,A,1874.0,A,1714.0,A,1537.0,A,1516.0,A,1516.0,A,1650.0,A,1996.0,A,2001.0,A,1750.0,A,2356.0,A,2697.0,A,2013.0,A,2224.0,A,3377.0,A,3008.0,A,3421.6,A,3190.99,A,3279.61,A,3581.96,A,4210.88,A,3835.8,A,4450.17,A,4392.74,A,3749.07,A,3744.43,A,4214.648,A,4477.45,A,5135.34,A,4859.01,A,4257.88,A
North Macedonia,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.0,E,752.0,A,744.0,A,829.0,A,526.0,A,538.0,A,652.0,A,1170.0,A,1217.0,A,787.0,A,763.0,A,864.0,A,959.0,A,843.0,A,588.0,A,1041.0,A,1287.0,A,1540.0,A,1491.0,A,1368.0,A,1306.0,A,1340.0,A,1214.0,A,991.0,E,986.0,E,1508.4,E,1359.3,E,1955.5,E,1633.891,A,1660.51,A,1814.2,A,1873.2,A
Republic of Moldova,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2935.0,A,2275.0,A,1212.0,A,1401.0,A,1067.0,A,1202.0,A,1129.0,A,815.0,A,1710.0,E,1709.0,A,2335.0,A,3408.0,A,5650.0,E,6300.0,E,6800.0,E,7500.0,E,7800.0,E,8200.0,E,8800.0,E,9000.0,E,9080.0,E,9080.0,E,11080.0,A,11246.05,A,12091.4,A,12163.0,A,12610.0,A,12680.0,E,12600.0,E,12905.0,A,12910.0,E,14245.0,A
Russian Federation,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104999.0,A,92866.0,A,77956.0,A,68578.0,A,53309.0,A,59766.0,A,66230.0,A,71595.0,A,77132.0,A,90449.0,A,101483.0,A,108751.0,A,110018.0,A,114997.0,A,106343.0,A,105803.0,A,115680.0,A,117310.0,A,120998.0,A,129651.0,A,146455.0,A,155540.0,A,163600.0,A,154050.0,A,173981.0,A,186547.0,A,204032.0,A,248293.0,A,291194.0,A,319342.0,A,348187.0,A,365269.0,A
Serbia and Montenegro [former],Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2301.0,A,2381.0,A,2583.0,A,2404.0,A,2863.0,A,3490.0,A,8319.0,A,4406.0,A,3714.0,A,3536.0,A,3326.0,A,3194.0,A,4616.0,A,4554.0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
